Country,Region,Year,GDP_Billion_USD,Latitude,Longitude
India,South Asia,2018,1935.822,20.5937,78.9629
Estonia,Europe,2018,24.892,58.5953,25.0136
India,South Asia,2009,1003.262,20.5937,78.9629
Estonia,Europe,2012,24.624,58.5953,25.0136
Costa Rica,Central America,2022,32.635,9.7489,-83.7534
Costa Rica,Central America,2007,25.038,9.7489,-83.7534
Fiji,Oceania,2014,4.071,-17.7134,178.065
India,South Asia,2026,3601.698,20.5937,78.9629
Nepal,South Asia,2022,13.157,28.3949,84.124
Nepal,South Asia,2026,18.087,28.3949,84.124
Bhutan,South Asia,2024,6.056,27.5142,90.4336
Belgium,Europe,2013,341.532,50.5039,4.4699
Bhutan,South Asia,2009,2.635,27.5142,90.4336
Nepal,South Asia,2024,16.423,28.3949,84.124
Algeria,Africa,2010,181.88,28.0339,1.6596
Belgium,Europe,2014,334.226,50.5039,4.4699
Estonia,Europe,2011,23.649,58.5953,25.0136
Mexico,North America,2024,1310.915,23.6345,-102.5528
Estonia,Europe,2010,24.455,58.5953,25.0136
Bhutan,South Asia,2019,4.464,27.5142,90.4336
Fiji,Oceania,2017,3.863,-17.7134,178.065
Fiji,Oceania,2005,3.115,-17.7134,178.065
Nepal,South Asia,2022,13.481,28.3949,84.124
Bhutan,South Asia,2020,4.73,27.5142,90.4336
Romania,Europe,2023,231.248,45.9432,24.9668
Estonia,Europe,2006,22.168,58.5953,25.0136
India,South Asia,2012,1433.133,20.5937,78.9629
India,South Asia,2017,1848.536,20.5937,78.9629
India,South Asia,2026,3992.654,20.5937,78.9629
Belgium,Europe,2018,364.813,50.5039,4.4699
India,South Asia,2024,3421.459,20.5937,78.9629
Singapore,Asia,2015,282.545,1.3521,103.8198
Fiji,Oceania,2004,2.997,-17.7134,178.065
Bhutan,South Asia,2010,2.772,27.5142,90.4336
Romania,Europe,2017,194.62,45.9432,24.9668
Bhutan,South Asia,2013,3.266,27.5142,90.4336
India,South Asia,2014,1565.633,20.5937,78.9629
Algeria,Africa,2008,170.842,28.0339,1.6596
Mexico,North America,2025,1390.131,23.6345,-102.5528
Fiji,Oceania,2024,5.479,-17.7134,178.065
Bhutan,South Asia,2025,6.503,27.5142,90.4336
Costa Rica,Central America,2009,26.14,9.7489,-83.7534
Singapore,Asia,2014,285.356,1.3521,103.8198
Estonia,Europe,2021,28.969,58.5953,25.0136
Nepal,South Asia,2004,6.745,28.3949,84.124
Algeria,Africa,2008,165.228,28.0339,1.6596
Algeria,Africa,2021,208.177,28.0339,1.6596
Algeria,Africa,2026,203.922,28.0339,1.6596
Mexico,North America,2026,1244.188,23.6345,-102.5528
Singapore,Asia,2024,381.95,1.3521,103.8198
Mexico,North America,2018,1117.605,23.6345,-102.5528
Romania,Europe,2023,234.221,45.9432,24.9668
Nepal,South Asia,2011,8.549,28.3949,84.124
Bhutan,South Asia,2024,5.975,27.5142,90.4336
Nepal,South Asia,2017,11.915,28.3949,84.124
Fiji,Oceania,2023,5.424,-17.7134,178.065
Costa Rica,Central America,2013,29.123,9.7489,-83.7534
Costa Rica,Central America,2014,29.215,9.7489,-83.7534
Costa Rica,Central America,2021,32.531,9.7489,-83.7534
Romania,Europe,2021,223.929,45.9432,24.9668
Romania,Europe,2009,144.308,45.9432,24.9668
Singapore,Asia,2012,263.191,1.3521,103.8198
Nepal,South Asia,2017,11.549,28.3949,84.124
Estonia,Europe,2018,27.927,58.5953,25.0136
Singapore,Asia,2018,295.553,1.3521,103.8198
Belgium,Europe,2006,297.435,50.5039,4.4699
Romania,Europe,2017,185.42,45.9432,24.9668
Nepal,South Asia,2011,8.926,28.3949,84.124
India,South Asia,2013,1447.151,20.5937,78.9629
Nepal,South Asia,2021,14.839,28.3949,84.124
India,South Asia,2022,3007.25,20.5937,78.9629
Nepal,South Asia,2021,13.232,28.3949,84.124
Costa Rica,Central America,2018,33.516,9.7489,-83.7534
Singapore,Asia,2007,198.832,1.3521,103.8198
Romania,Europe,2026,269.996,45.9432,24.9668
Mexico,North America,2011,1035.965,23.6345,-102.5528
Nepal,South Asia,2025,15.969,28.3949,84.124
Bhutan,South Asia,2023,5.695,27.5142,90.4336
Belgium,Europe,2016,334.136,50.5039,4.4699
Bhutan,South Asia,2012,3.301,27.5142,90.4336
Romania,Europe,2006,125.73,45.9432,24.9668
Costa Rica,Central America,2006,21.609,9.7489,-83.7534
Estonia,Europe,2012,25.778,58.5953,25.0136
Nepal,South Asia,2025,17.774,28.3949,84.124
Bhutan,South Asia,2007,2.472,27.5142,90.4336
Fiji,Oceania,2006,3.068,-17.7134,178.065
Estonia,Europe,2011,23.05,58.5953,25.0136
Algeria,Africa,2009,166.2,28.0339,1.6596
Bhutan,South Asia,2008,2.43,27.5142,90.4336
Romania,Europe,2009,143.066,45.9432,24.9668
Belgium,Europe,2020,349.854,50.5039,4.4699
Bhutan,South Asia,2019,4.669,27.5142,90.4336
Belgium,Europe,2020,373.69,50.5039,4.4699
Belgium,Europe,2004,289.633,50.5039,4.4699
Mexico,North America,2011,1008.657,23.6345,-102.5528
Mexico,North America,2019,1147.098,23.6345,-102.5528
Estonia,Europe,2026,33.964,58.5953,25.0136
Singapore,Asia,2024,392.911,1.3521,103.8198
Mexico,North America,2026,1420.371,23.6345,-102.5528
Romania,Europe,2007,151.183,45.9432,24.9668
Algeria,Africa,2013,168.547,28.0339,1.6596
Costa Rica,Central America,2026,38.27,9.7489,-83.7534
Costa Rica,Central America,2012,26.467,9.7489,-83.7534
Bhutan,South Asia,2016,3.937,27.5142,90.4336
Belgium,Europe,2016,349.285,50.5039,4.4699
Nepal,South Asia,2020,12.829,28.3949,84.124
Romania,Europe,2023,214.469,45.9432,24.9668
Nepal,South Asia,2009,7.101,28.3949,84.124
Mexico,North America,2009,943.334,23.6345,-102.5528
Mexico,North America,2008,1049.934,23.6345,-102.5528
Bhutan,South Asia,2018,4.4,27.5142,90.4336
Costa Rica,Central America,2014,28.785,9.7489,-83.7534
Algeria,Africa,2009,171.286,28.0339,1.6596
Belgium,Europe,2006,304.885,50.5039,4.4699
Romania,Europe,2004,141.517,45.9432,24.9668
India,South Asia,2009,962.932,20.5937,78.9629
Fiji,Oceania,2016,4.27,-17.7134,178.065
Nepal,South Asia,2017,11.144,28.3949,84.124
Estonia,Europe,2014,26.384,58.5953,25.0136
Estonia,Europe,2025,33.892,58.5953,25.0136
Singapore,Asia,2006,189.322,1.3521,103.8198
Estonia,Europe,2021,34.014,58.5953,25.0136
Costa Rica,Central America,2019,32.421,9.7489,-83.7534
Singapore,Asia,2015,272.124,1.3521,103.8198
Fiji,Oceania,2011,3.854,-17.7134,178.065
Algeria,Africa,2017,201.215,28.0339,1.6596
Singapore,Asia,2025,423.113,1.3521,103.8198
Romania,Europe,2026,248.764,45.9432,24.9668
Fiji,Oceania,2006,3.219,-17.7134,178.065
Fiji,Oceania,2018,4.344,-17.7134,178.065
Romania,Europe,2012,157.189,45.9432,24.9668
India,South Asia,2026,3608.552,20.5937,78.9629
Costa Rica,Central America,2018,32.3,9.7489,-83.7534
Nepal,South Asia,2020,12.205,28.3949,84.124
Algeria,Africa,2004,153.097,28.0339,1.6596
India,South Asia,2011,1241.52,20.5937,78.9629
Bhutan,South Asia,2012,3.244,27.5142,90.4336
Mexico,North America,2019,1278.484,23.6345,-102.5528
Estonia,Europe,2025,35.041,58.5953,25.0136
Nepal,South Asia,2016,10.281,28.3949,84.124
Belgium,Europe,2024,366.669,50.5039,4.4699
Bhutan,South Asia,2025,7.202,27.5142,90.4336
Nepal,South Asia,2010,7.582,28.3949,84.124
Algeria,Africa,2020,197.113,28.0339,1.6596
Romania,Europe,2021,211.448,45.9432,24.9668
Belgium,Europe,2007,293.288,50.5039,4.4699
Nepal,South Asia,2019,12.842,28.3949,84.124
Belgium,Europe,2022,356.243,50.5039,4.4699
India,South Asia,2005,750.854,20.5937,78.9629
Singapore,Asia,2021,356.17,1.3521,103.8198
Algeria,Africa,2021,214.609,28.0339,1.6596
Belgium,Europe,2020,386.0,50.5039,4.4699
Bhutan,South Asia,2006,2.038,27.5142,90.4336
Estonia,Europe,2009,21.582,58.5953,25.0136
Mexico,North America,2005,920.016,23.6345,-102.5528
Belgium,Europe,2023,370.157,50.5039,4.4699
Algeria,Africa,2014,170.196,28.0339,1.6596
India,South Asia,2026,3300.776,20.5937,78.9629
Romania,Europe,2021,213.036,45.9432,24.9668
Nepal,South Asia,2025,17.747,28.3949,84.124
Romania,Europe,2007,130.445,45.9432,24.9668
Bhutan,South Asia,2018,3.904,27.5142,90.4336
Bhutan,South Asia,2026,7.538,27.5142,90.4336
India,South Asia,2005,782.754,20.5937,78.9629
Belgium,Europe,2013,304.584,50.5039,4.4699
Nepal,South Asia,2024,15.403,28.3949,84.124
Algeria,Africa,2017,180.237,28.0339,1.6596
Nepal,South Asia,2010,8.55,28.3949,84.124
Bhutan,South Asia,2016,3.749,27.5142,90.4336
Romania,Europe,2021,221.616,45.9432,24.9668
Costa Rica,Central America,2009,26.76,9.7489,-83.7534
Mexico,North America,2022,1383.425,23.6345,-102.5528
Belgium,Europe,2023,324.589,50.5039,4.4699
Fiji,Oceania,2024,5.272,-17.7134,178.065
India,South Asia,2005,786.368,20.5937,78.9629
Estonia,Europe,2015,25.984,58.5953,25.0136
Nepal,South Asia,2019,12.177,28.3949,84.124
Mexico,North America,2020,1211.847,23.6345,-102.5528
Belgium,Europe,2008,311.801,50.5039,4.4699
Algeria,Africa,2006,164.516,28.0339,1.6596
Algeria,Africa,2016,183.004,28.0339,1.6596
Costa Rica,Central America,2026,37.403,9.7489,-83.7534
Algeria,Africa,2009,161.991,28.0339,1.6596
Mexico,North America,2016,1192.795,23.6345,-102.5528
Singapore,Asia,2025,407.222,1.3521,103.8198
Mexico,North America,2007,864.448,23.6345,-102.5528
India,South Asia,2004,692.78,20.5937,78.9629
Mexico,North America,2025,1299.462,23.6345,-102.5528
Belgium,Europe,2011,309.071,50.5039,4.4699
Algeria,Africa,2019,205.645,28.0339,1.6596
India,South Asia,2012,1266.522,20.5937,78.9629
Costa Rica,Central America,2018,30.318,9.7489,-83.7534
Romania,Europe,2012,166.735,45.9432,24.9668
Romania,Europe,2013,174.213,45.9432,24.9668
Algeria,Africa,2016,184.765,28.0339,1.6596
Algeria,Africa,2016,177.595,28.0339,1.6596
Singapore,Asia,2019,322.334,1.3521,103.8198
Bhutan,South Asia,2005,2.109,27.5142,90.4336
Belgium,Europe,2013,332.766,50.5039,4.4699
India,South Asia,2014,1367.262,20.5937,78.9629
Mexico,North America,2009,983.558,23.6345,-102.5528
Mexico,North America,2026,1428.273,23.6345,-102.5528
Bhutan,South Asia,2011,3.109,27.5142,90.4336
Mexico,North America,2012,1050.766,23.6345,-102.5528
India,South Asia,2011,1248.129,20.5937,78.9629
Mexico,North America,2021,1165.884,23.6345,-102.5528
Fiji,Oceania,2008,3.553,-17.7134,178.065
Singapore,Asia,2015,272.77,1.3521,103.8198
Singapore,Asia,2015,269.075,1.3521,103.8198
Costa Rica,Central America,2011,26.37,9.7489,-83.7534
Costa Rica,Central America,2021,30.836,9.7489,-83.7534
India,South Asia,2026,4035.186,20.5937,78.9629
Algeria,Africa,2019,189.55,28.0339,1.6596
Fiji,Oceania,2020,5.074,-17.7134,178.065
Costa Rica,Central America,2023,34.445,9.7489,-83.7534
Singapore,Asia,2011,219.697,1.3521,103.8198
Romania,Europe,2008,150.532,45.9432,24.9668
Bhutan,South Asia,2019,4.919,27.5142,90.4336
Mexico,North America,2012,1036.028,23.6345,-102.5528
Bhutan,South Asia,2021,5.364,27.5142,90.4336
Algeria,Africa,2008,161.378,28.0339,1.6596
Singapore,Asia,2025,426.492,1.3521,103.8198
Nepal,South Asia,2021,13.297,28.3949,84.124
Mexico,North America,2015,1131.286,23.6345,-102.5528
Bhutan,South Asia,2005,2.288,27.5142,90.4336
Fiji,Oceania,2026,5.589,-17.7134,178.065
Algeria,Africa,2008,164.287,28.0339,1.6596
Fiji,Oceania,2023,5.543,-17.7134,178.065
Nepal,South Asia,2021,13.441,28.3949,84.124
Nepal,South Asia,2026,18.325,28.3949,84.124
Bhutan,South Asia,2012,3.316,27.5142,90.4336
Fiji,Oceania,2024,5.644,-17.7134,178.065
Mexico,North America,2008,967.994,23.6345,-102.5528
Belgium,Europe,2019,363.074,50.5039,4.4699
Estonia,Europe,2015,27.381,58.5953,25.0136
Algeria,Africa,2021,188.93,28.0339,1.6596
Bhutan,South Asia,2007,2.432,27.5142,90.4336
Romania,Europe,2010,157.29,45.9432,24.9668
Romania,Europe,2006,142.483,45.9432,24.9668
Fiji,Oceania,2012,3.531,-17.7134,178.065
Romania,Europe,2024,233.377,45.9432,24.9668
Singapore,Asia,2010,224.21,1.3521,103.8198
Nepal,South Asia,2006,6.835,28.3949,84.124
Bhutan,South Asia,2016,4.078,27.5142,90.4336
Estonia,Europe,2022,29.003,58.5953,25.0136
Algeria,Africa,2009,152.322,28.0339,1.6596
Mexico,North America,2014,1096.87,23.6345,-102.5528
India,South Asia,2021,2363.32,20.5937,78.9629
Estonia,Europe,2006,22.06,58.5953,25.0136
Nepal,South Asia,2023,14.598,28.3949,84.124
Costa Rica,Central America,2006,22.261,9.7489,-83.7534
Costa Rica,Central America,2009,23.606,9.7489,-83.7534
Nepal,South Asia,2012,8.264,28.3949,84.124
Romania,Europe,2008,139.277,45.9432,24.9668
Singapore,Asia,2007,215.661,1.3521,103.8198
Fiji,Oceania,2020,5.056,-17.7134,178.065
Estonia,Europe,2026,37.935,58.5953,25.0136
Fiji,Oceania,2025,6.083,-17.7134,178.065
Costa Rica,Central America,2024,38.741,9.7489,-83.7534
Singapore,Asia,2021,361.514,1.3521,103.8198
Nepal,South Asia,2011,9.017,28.3949,84.124
Bhutan,South Asia,2018,4.401,27.5142,90.4336
Fiji,Oceania,2016,4.044,-17.7134,178.065
Costa Rica,Central America,2009,22.319,9.7489,-83.7534
Singapore,Asia,2017,307.455,1.3521,103.8198
Estonia,Europe,2006,20.66,58.5953,25.0136
Algeria,Africa,2018,190.871,28.0339,1.6596
Algeria,Africa,2019,179.872,28.0339,1.6596
India,South Asia,2020,2378.004,20.5937,78.9629
Estonia,Europe,2014,26.727,58.5953,25.0136
Romania,Europe,2025,246.363,45.9432,24.9668
India,South Asia,2019,2365.522,20.5937,78.9629
Estonia,Europe,2022,27.874,58.5953,25.0136
Singapore,Asia,2024,403.324,1.3521,103.8198
Mexico,North America,2015,1088.297,23.6345,-102.5528
Costa Rica,Central America,2020,30.47,9.7489,-83.7534
Bhutan,South Asia,2009,2.84,27.5142,90.4336
Nepal,South Asia,2018,11.472,28.3949,84.124
Singapore,Asia,2015,270.711,1.3521,103.8198
India,South Asia,2026,3999.861,20.5937,78.9629
Mexico,North America,2018,1198.735,23.6345,-102.5528
India,South Asia,2025,3540.216,20.5937,78.9629
Algeria,Africa,2011,169.267,28.0339,1.6596
Bhutan,South Asia,2013,3.238,27.5142,90.4336
India,South Asia,2024,3054.649,20.5937,78.9629
Mexico,North America,2012,1109.079,23.6345,-102.5528
Algeria,Africa,2014,175.98,28.0339,1.6596
Romania,Europe,2024,224.865,45.9432,24.9668
Romania,Europe,2014,161.09,45.9432,24.9668
Bhutan,South Asia,2007,2.319,27.5142,90.4336
Belgium,Europe,2006,285.027,50.5039,4.4699
Singapore,Asia,2025,413.962,1.3521,103.8198
Nepal,South Asia,2006,6.607,28.3949,84.124
Algeria,Africa,2007,150.105,28.0339,1.6596
Belgium,Europe,2025,389.325,50.5039,4.4699
Bhutan,South Asia,2024,6.699,27.5142,90.4336
Mexico,North America,2013,1184.673,23.6345,-102.5528
Estonia,Europe,2014,25.694,58.5953,25.0136
Costa Rica,Central America,2008,24.025,9.7489,-83.7534
Bhutan,South Asia,2021,5.388,27.5142,90.4336
India,South Asia,2020,2469.746,20.5937,78.9629
Costa Rica,Central America,2009,24.06,9.7489,-83.7534
Costa Rica,Central America,2005,24.474,9.7489,-83.7534
Algeria,Africa,2020,206.331,28.0339,1.6596
Costa Rica,Central America,2007,23.633,9.7489,-83.7534
Algeria,Africa,2023,194.386,28.0339,1.6596
Fiji,Oceania,2008,3.501,-17.7134,178.065
Costa Rica,Central America,2021,32.828,9.7489,-83.7534
Belgium,Europe,2009,311.413,50.5039,4.4699
Romania,Europe,2022,212.891,45.9432,24.9668
Costa Rica,Central America,2007,23.494,9.7489,-83.7534
Fiji,Oceania,2016,4.153,-17.7134,178.065
Singapore,Asia,2020,322.824,1.3521,103.8198
Belgium,Europe,2022,350.887,50.5039,4.4699
Mexico,North America,2021,1192.34,23.6345,-102.5528
Belgium,Europe,2020,340.683,50.5039,4.4699
India,South Asia,2012,1247.487,20.5937,78.9629
Algeria,Africa,2012,174.568,28.0339,1.6596
Belgium,Europe,2018,359.758,50.5039,4.4699
Singapore,Asia,2018,284.799,1.3521,103.8198
Belgium,Europe,2006,311.868,50.5039,4.4699
Mexico,North America,2017,1181.459,23.6345,-102.5528
Bhutan,South Asia,2019,4.464,27.5142,90.4336
Bhutan,South Asia,2014,3.478,27.5142,90.4336
Mexico,North America,2015,1150.642,23.6345,-102.5528
Nepal,South Asia,2015,10.052,28.3949,84.124
Fiji,Oceania,2007,3.001,-17.7134,178.065
Romania,Europe,2007,149.114,45.9432,24.9668
Singapore,Asia,2020,359.363,1.3521,103.8198
Fiji,Oceania,2017,4.399,-17.7134,178.065
Fiji,Oceania,2013,4.075,-17.7134,178.065
Algeria,Africa,2009,165.671,28.0339,1.6596
Costa Rica,Central America,2018,31.82,9.7489,-83.7534
Bhutan,South Asia,2004,2.084,27.5142,90.4336
Fiji,Oceania,2014,4.045,-17.7134,178.065
Fiji,Oceania,2010,3.812,-17.7134,178.065
Estonia,Europe,2020,27.158,58.5953,25.0136
India,South Asia,2009,1021.265,20.5937,78.9629
Costa Rica,Central America,2017,30.571,9.7489,-83.7534
Nepal,South Asia,2021,14.278,28.3949,84.124
Fiji,Oceania,2012,3.751,-17.7134,178.065
Costa Rica,Central America,2019,32.59,9.7489,-83.7534
Bhutan,South Asia,2004,2.133,27.5142,90.4336
Costa Rica,Central America,2005,23.807,9.7489,-83.7534
Bhutan,South Asia,2010,3.013,27.5142,90.4336
Costa Rica,Central America,2015,30.949,9.7489,-83.7534
Mexico,North America,2014,1113.195,23.6345,-102.5528
Estonia,Europe,2020,29.418,58.5953,25.0136
Bhutan,South Asia,2010,2.772,27.5142,90.4336
Algeria,Africa,2024,202.408,28.0339,1.6596
Mexico,North America,2016,1166.686,23.6345,-102.5528
Fiji,Oceania,2025,5.648,-17.7134,178.065
Romania,Europe,2018,196.2,45.9432,24.9668
Belgium,Europe,2011,342.316,50.5039,4.4699
Algeria,Africa,2023,197.358,28.0339,1.6596
Nepal,South Asia,2023,14.345,28.3949,84.124
Belgium,Europe,2020,321.091,50.5039,4.4699
Singapore,Asia,2021,341.522,1.3521,103.8198
Algeria,Africa,2019,183.042,28.0339,1.6596
Fiji,Oceania,2024,5.38,-17.7134,178.065
Fiji,Oceania,2010,3.857,-17.7134,178.065
Mexico,North America,2017,1135.073,23.6345,-102.5528
Singapore,Asia,2006,190.831,1.3521,103.8198
Belgium,Europe,2006,311.541,50.5039,4.4699
Estonia,Europe,2004,19.629,58.5953,25.0136
Costa Rica,Central America,2023,34.977,9.7489,-83.7534
Fiji,Oceania,2021,5.446,-17.7134,178.065
Estonia,Europe,2009,22.674,58.5953,25.0136
India,South Asia,2016,1765.667,20.5937,78.9629
India,South Asia,2022,2739.938,20.5937,78.9629
Bhutan,South Asia,2008,2.414,27.5142,90.4336
Algeria,Africa,2009,159.901,28.0339,1.6596
Romania,Europe,2007,136.115,45.9432,24.9668
Belgium,Europe,2023,369.07,50.5039,4.4699
Costa Rica,Central America,2004,24.376,9.7489,-83.7534
Bhutan,South Asia,2016,4.384,27.5142,90.4336
Algeria,Africa,2008,165.038,28.0339,1.6596
Mexico,North America,2015,1082.06,23.6345,-102.5528
Romania,Europe,2024,234.613,45.9432,24.9668
Singapore,Asia,2023,360.922,1.3521,103.8198
Costa Rica,Central America,2006,21.933,9.7489,-83.7534
Fiji,Oceania,2005,3.112,-17.7134,178.065
Belgium,Europe,2011,363.132,50.5039,4.4699
Algeria,Africa,2013,188.29,28.0339,1.6596
Estonia,Europe,2025,31.077,58.5953,25.0136
India,South Asia,2010,1216.093,20.5937,78.9629
Belgium,Europe,2012,334.372,50.5039,4.4699
India,South Asia,2026,3751.785,20.5937,78.9629
Bhutan,South Asia,2007,2.39,27.5142,90.4336
Mexico,North America,2015,1063.729,23.6345,-102.5528
Bhutan,South Asia,2012,3.168,27.5142,90.4336
Mexico,North America,2012,1046.437,23.6345,-102.5528
Singapore,Asia,2018,321.797,1.3521,103.8198
Costa Rica,Central America,2004,22.966,9.7489,-83.7534
Bhutan,South Asia,2005,2.064,27.5142,90.4336
Belgium,Europe,2011,312.391,50.5039,4.4699
Bhutan,South Asia,2006,2.234,27.5142,90.4336
Fiji,Oceania,2005,3.203,-17.7134,178.065
Nepal,South Asia,2009,7.424,28.3949,84.124
Mexico,North America,2014,1015.619,23.6345,-102.5528
Singapore,Asia,2006,208.529,1.3521,103.8198
Nepal,South Asia,2026,17.957,28.3949,84.124
Fiji,Oceania,2007,3.36,-17.7134,178.065
Bhutan,South Asia,2016,3.904,27.5142,90.4336
Belgium,Europe,2019,312.146,50.5039,4.4699
Nepal,South Asia,2004,5.9,28.3949,84.124
Fiji,Oceania,2026,5.95,-17.7134,178.065
Fiji,Oceania,2005,3.319,-17.7134,178.065
Costa Rica,Central America,2025,36.466,9.7489,-83.7534
Belgium,Europe,2007,286.604,50.5039,4.4699
India,South Asia,2006,859.848,20.5937,78.9629
Bhutan,South Asia,2012,3.108,27.5142,90.4336
Mexico,North America,2012,1091.479,23.6345,-102.5528
India,South Asia,2011,1118.478,20.5937,78.9629
Belgium,Europe,2004,306.507,50.5039,4.4699
Bhutan,South Asia,2014,3.829,27.5142,90.4336
Romania,Europe,2011,159.737,45.9432,24.9668
Bhutan,South Asia,2009,2.584,27.5142,90.4336
India,South Asia,2009,1029.213,20.5937,78.9629
Fiji,Oceania,2005,3.455,-17.7134,178.065
Costa Rica,Central America,2007,22.478,9.7489,-83.7534
Singapore,Asia,2021,355.174,1.3521,103.8198
India,South Asia,2019,2224.578,20.5937,78.9629
Costa Rica,Central America,2006,22.735,9.7489,-83.7534
Singapore,Asia,2026,449.874,1.3521,103.8198
Estonia,Europe,2004,19.878,58.5953,25.0136
Belgium,Europe,2023,362.841,50.5039,4.4699
Singapore,Asia,2013,258.543,1.3521,103.8198
India,South Asia,2016,1644.316,20.5937,78.9629
India,South Asia,2004,664.769,20.5937,78.9629
Singapore,Asia,2008,191.117,1.3521,103.8198
Fiji,Oceania,2021,4.587,-17.7134,178.065
Fiji,Oceania,2015,3.841,-17.7134,178.065
Singapore,Asia,2017,270.996,1.3521,103.8198
Belgium,Europe,2012,319.754,50.5039,4.4699
Costa Rica,Central America,2014,27.085,9.7489,-83.7534
Belgium,Europe,2008,329.171,50.5039,4.4699
Algeria,Africa,2010,172.613,28.0339,1.6596
Nepal,South Asia,2015,9.834,28.3949,84.124
Singapore,Asia,2007,202.758,1.3521,103.8198
Bhutan,South Asia,2017,4.582,27.5142,90.4336
Nepal,South Asia,2014,9.455,28.3949,84.124
Algeria,Africa,2009,165.388,28.0339,1.6596
Belgium,Europe,2023,363.695,50.5039,4.4699
Romania,Europe,2023,228.425,45.9432,24.9668
Nepal,South Asia,2012,9.185,28.3949,84.124
Bhutan,South Asia,2011,3.069,27.5142,90.4336
Romania,Europe,2026,251.765,45.9432,24.9668
Nepal,South Asia,2015,10.183,28.3949,84.124
Bhutan,South Asia,2023,5.969,27.5142,90.4336
Algeria,Africa,2023,202.167,28.0339,1.6596
Costa Rica,Central America,2005,21.984,9.7489,-83.7534
Romania,Europe,2005,127.126,45.9432,24.9668
Fiji,Oceania,2023,5.04,-17.7134,178.065
Nepal,South Asia,2011,8.117,28.3949,84.124
Romania,Europe,2022,243.651,45.9432,24.9668
Belgium,Europe,2021,366.783,50.5039,4.4699
Algeria,Africa,2011,160.656,28.0339,1.6596
Estonia,Europe,2011,26.281,58.5953,25.0136
India,South Asia,2009,970.316,20.5937,78.9629
India,South Asia,2017,1920.868,20.5937,78.9629
Mexico,North America,2018,1155.089,23.6345,-102.5528
Costa Rica,Central America,2020,32.219,9.7489,-83.7534
Nepal,South Asia,2009,7.926,28.3949,84.124
Algeria,Africa,2015,174.504,28.0339,1.6596
Algeria,Africa,2011,168.098,28.0339,1.6596
Nepal,South Asia,2020,13.052,28.3949,84.124
Estonia,Europe,2004,20.435,58.5953,25.0136
Singapore,Asia,2012,249.948,1.3521,103.8198
Belgium,Europe,2020,336.151,50.5039,4.4699
Estonia,Europe,2015,26.34,58.5953,25.0136
Mexico,North America,2012,1013.59,23.6345,-102.5528
Singapore,Asia,2012,236.102,1.3521,103.8198
Fiji,Oceania,2008,3.531,-17.7134,178.065
Singapore,Asia,2024,412.551,1.3521,103.8198
Belgium,Europe,2024,360.702,50.5039,4.4699
Costa Rica,Central America,2017,30.36,9.7489,-83.7534
Singapore,Asia,2004,170.92,1.3521,103.8198
Romania,Europe,2016,168.374,45.9432,24.9668
Romania,Europe,2005,139.314,45.9432,24.9668
Singapore,Asia,2016,265.137,1.3521,103.8198
Belgium,Europe,2021,358.413,50.5039,4.4699
Singapore,Asia,2019,314.55,1.3521,103.8198
India,South Asia,2026,3374.198,20.5937,78.9629
Mexico,North America,2011,948.473,23.6345,-102.5528
India,South Asia,2012,1316.566,20.5937,78.9629
India,South Asia,2009,1037.792,20.5937,78.9629
Fiji,Oceania,2014,3.851,-17.7134,178.065
Costa Rica,Central America,2011,25.755,9.7489,-83.7534
Mexico,North America,2022,1250.739,23.6345,-102.5528
Fiji,Oceania,2004,3.103,-17.7134,178.065
Belgium,Europe,2011,304.193,50.5039,4.4699
Fiji,Oceania,2014,4.284,-17.7134,178.065
Nepal,South Asia,2017,11.531,28.3949,84.124
Algeria,Africa,2004,164.872,28.0339,1.6596
Algeria,Africa,2006,150.742,28.0339,1.6596
Mexico,North America,2005,941.041,23.6345,-102.5528
Singapore,Asia,2023,428.793,1.3521,103.8198
Bhutan,South Asia,2026,7.354,27.5142,90.4336
Belgium,Europe,2018,358.245,50.5039,4.4699
Algeria,Africa,2020,185.798,28.0339,1.6596
Mexico,North America,2014,1055.142,23.6345,-102.5528
Nepal,South Asia,2005,6.729,28.3949,84.124
Nepal,South Asia,2013,8.618,28.3949,84.124
Mexico,North America,2010,1050.258,23.6345,-102.5528
Nepal,South Asia,2010,7.313,28.3949,84.124
Mexico,North America,2026,1454.913,23.6345,-102.5528
Costa Rica,Central America,2026,35.251,9.7489,-83.7534
Singapore,Asia,2025,440.137,1.3521,103.8198
Estonia,Europe,2026,35.724,58.5953,25.0136
Nepal,South Asia,2016,10.572,28.3949,84.124
Belgium,Europe,2009,318.224,50.5039,4.4699
Mexico,North America,2017,1188.9,23.6345,-102.5528
Costa Rica,Central America,2008,22.549,9.7489,-83.7534
Singapore,Asia,2013,275.778,1.3521,103.8198
Singapore,Asia,2007,206.555,1.3521,103.8198
Costa Rica,Central America,2005,23.178,9.7489,-83.7534
India,South Asia,2022,2717.939,20.5937,78.9629
Mexico,North America,2018,1246.872,23.6345,-102.5528
Estonia,Europe,2010,24.155,58.5953,25.0136
Fiji,Oceania,2008,3.516,-17.7134,178.065
Singapore,Asia,2012,266.766,1.3521,103.8198
Costa Rica,Central America,2007,24.255,9.7489,-83.7534
Singapore,Asia,2013,263.129,1.3521,103.8198
Nepal,South Asia,2018,11.571,28.3949,84.124
Estonia,Europe,2016,26.075,58.5953,25.0136
Singapore,Asia,2006,190.672,1.3521,103.8198
